value	birth	sign	section_start	section_value	section_pairs	j	side
39375702011	11684618174	S	11683824928	51059923562	438642	396623	L
39375702014	11684618168	S	11683824928	51059923562	438642	396620	L
39375702017	11684618162	S	11683824928	51059923562	438642	396617	L
39375702020	11684618156	S	11683824928	51059923562	438642	396614	L
39375702023	11684618150	S	11683824928	51059923562	438642	396611	L
39375702026	11684618144	S	11683824928	51059923562	438642	396608	L
39375702029	11684618138	S	11683824928	51059923562	438642	396605	L
39375702032	11684618132	S	11683824928	51059923562	438642	396602	L
39375702035	11684618126	S	11683824928	51059923562	438642	396599	L
39375702038	11684618120	S	11683824928	51059923562	438642	396596	L
39375702041	11684618114	S	11683824928	51059923562	438642	396593	L
39375702044	11684618108	S	11683824928	51059923562	438642	396590	L
39375702047	11684618102	S	11683824928	51059923562	438642	396587	L
39375702050	11684618096	S	11683824928	51059923562	438642	396584	L
39375702053	11684618090	S	11683824928	51059923562	438642	396581	L
39375702056	11684618084	S	11683824928	51059923562	438642	396578	L
39375702059	11684618078	S	11683824928	51059923562	438642	396575	L
39375702062	11684618072	S	11683824928	51059923562	438642	396572	L
39375702065	11684618066	S	11683824928	51059923562	438642	396569	L
39375702068	11684618060	S	11683824928	51059923562	438642	396566	L
39375702071	11684618054	S	11683824928	51059923562	438642	396563	L
39375702074	11684618048	S	11683824928	51059923562	438642	396560	L
39375702077	11684618042	S	11683824928	51059923562	438642	396557	L
39375702080	11684618036	S	11683824928	51059923562	438642	396554	L
39375702083	11684618030	S	11683824928	51059923562	438642	396551	L
39375702086	11684618024	S	11683824928	51059923562	438642	396548	L
39375702089	11684618018	S	11683824928	51059923562	438642	396545	L
39375702092	11684618012	S	11683824928	51059923562	438642	396542	L
39375702095	11684618006	S	11683824928	51059923562	438642	396539	L
39375702098	11684618000	S	11683824928	51059923562	438642	396536	L
39375702101	11684617994	S	11683824928	51059923562	438642	396533	L
39375702104	11684617988	S	11683824928	51059923562	438642	396530	L
39375702107	11684617982	S	11683824928	51059923562	438642	396527	L
39375702110	11684617976	S	11683824928	51059923562	438642	396524	L
39375702113	11684617970	S	11683824928	51059923562	438642	396521	L
39375702116	11684617964	S	11683824928	51059923562	438642	396518	L
39375702119	11684617958	S	11683824928	51059923562	438642	396515	L
39375702122	11684617952	S	11683824928	51059923562	438642	396512	L
39375702125	11684617946	S	11683824928	51059923562	438642	396509	L
39375702128	11684617940	S	11683824928	51059923562	438642	396506	L
39375702131	11684617934	S	11683824928	51059923562	438642	396503	L
39375702134	11684617928	S	11683824928	51059923562	438642	396500	L
39375702137	11684617922	S	11683824928	51059923562	438642	396497	L
39375702140	11684617916	S	11683824928	51059923562	438642	396494	L
39375702143	11684617910	S	11683824928	51059923562	438642	396491	L
39375702146	11684617904	S	11683824928	51059923562	438642	396488	L
39375702149	11684617898	S	11683824928	51059923562	438642	396485	L
39375702152	11684617892	S	11683824928	51059923562	438642	396482	L
39375702155	11684617886	S	11683824928	51059923562	438642	396479	L
39375702158	11684617880	S	11683824928	51059923562	438642	396476	L
39375702161	11684617874	S	11683824928	51059923562	438642	396473	L
39375702164	11684617868	S	11683824928	51059923562	438642	396470	L
39375702167	11684617862	S	11683824928	51059923562	438642	396467	L
39375702170	11684617856	S	11683824928	51059923562	438642	396464	L
39375702173	11684617850	S	11683824928	51059923562	438642	396461	L
39375702176	11684617844	S	11683824928	51059923562	438642	396458	L
39375702179	11684617838	S	11683824928	51059923562	438642	396455	L
39375702182	11684617832	S	11683824928	51059923562	438642	396452	L
39375702185	11684617826	S	11683824928	51059923562	438642	396449	L
39375702188	11684617820	S	11683824928	51059923562	438642	396446	L
39375702191	11684617814	S	11683824928	51059923562	438642	396443	L
39375702194	11684617808	S	11683824928	51059923562	438642	396440	L
39375702197	11684617802	S	11683824928	51059923562	438642	396437	L
39375702200	11684617796	S	11683824928	51059923562	438642	396434	L
39375702203	11684617790	S	11683824928	51059923562	438642	396431	L
39375702206	11684617784	S	11683824928	51059923562	438642	396428	L
39375702209	11684617778	S	11683824928	51059923562	438642	396425	L
39375702212	11684617772	S	11683824928	51059923562	438642	396422	L
39375702215	11684617766	S	11683824928	51059923562	438642	396419	L
39375702218	11684617760	S	11683824928	51059923562	438642	396416	L
39375702221	11684617754	S	11683824928	51059923562	438642	396413	L
39375702224	11684617748	S	11683824928	51059923562	438642	396410	L
39375702227	11684617742	S	11683824928	51059923562	438642	396407	L
39375702230	11684617736	S	11683824928	51059923562	438642	396404	L
39375702233	11684617730	S	11683824928	51059923562	438642	396401	L
39375702236	11684617724	S	11683824928	51059923562	438642	396398	L
39375702239	11684617718	S	11683824928	51059923562	438642	396395	L
39375702242	11684617712	S	11683824928	51059923562	438642	396392	L
39375702245	11684617706	S	11683824928	51059923562	438642	396389	L
39375702248	11684617700	S	11683824928	51059923562	438642	396386	L
39375702251	11684617694	S	11683824928	51059923562	438642	396383	L
39375702254	11684617688	S	11683824928	51059923562	438642	396380	L
39375702257	11684617682	S	11683824928	51059923562	438642	396377	L
39375702260	11684617676	S	11683824928	51059923562	438642	396374	L
39375702263	11684617670	S	11683824928	51059923562	438642	396371	L
39375702266	11684617664	S	11683824928	51059923562	438642	396368	L
39375702269	11684617658	S	11683824928	51059923562	438642	396365	L
39375702272	11684617652	S	11683824928	51059923562	438642	396362	L
39375702275	11684617646	S	11683824928	51059923562	438642	396359	L
39375702278	11684617640	S	11683824928	51059923562	438642	396356	L
39375702281	11684617634	S	11683824928	51059923562	438642	396353	L
39375702284	11684617628	S	11683824928	51059923562	438642	396350	L
39375702287	11684617622	S	11683824928	51059923562	438642	396347	L
39375702290	11684617616	S	11683824928	51059923562	438642	396344	L
39375702293	11684617610	S	11683824928	51059923562	438642	396341	L
39375702296	11684617604	S	11683824928	51059923562	438642	396338	L
39375702299	11684617598	S	11683824928	51059923562	438642	396335	L
39375702302	11684617592	S	11683824928	51059923562	438642	396332	L
39375702305	11684617586	S	11683824928	51059923562	438642	396329	L
39375702308	11684617580	S	11683824928	51059923562	438642	396326	L
39375702311	11684617574	S	11683824928	51059923562	438642	396323	L
39375702314	11684617568	S	11683824928	51059923562	438642	396320	L
39375702317	11684617562	S	11683824928	51059923562	438642	396317	L
39375702320	11684617556	S	11683824928	51059923562	438642	396314	L
39375702323	11684617550	S	11683824928	51059923562	438642	396311	L
39375702326	11684617544	S	11683824928	51059923562	438642	396308	L
39375702329	11684617538	S	11683824928	51059923562	438642	396305	L
39375702332	11684617532	S	11683824928	51059923562	438642	396302	L
39375702335	11684617526	S	11683824928	51059923562	438642	396299	L
39375702338	11684617520	S	11683824928	51059923562	438642	396296	L
39375702341	11684617514	S	11683824928	51059923562	438642	396293	L
39375702344	11684617508	S	11683824928	51059923562	438642	396290	L
39375702347	11684617502	S	11683824928	51059923562	438642	396287	L
39375702350	11684617496	S	11683824928	51059923562	438642	396284	L
39375702353	11684617490	S	11683824928	51059923562	438642	396281	L
39375702356	11684617484	S	11683824928	51059923562	438642	396278	L
39375702359	11684617478	S	11683824928	51059923562	438642	396275	L
39375702362	11684617472	S	11683824928	51059923562	438642	396272	L
39375702365	11684617466	S	11683824928	51059923562	438642	396269	L
39375702368	11684617460	S	11683824928	51059923562	438642	396266	L
39375702371	11684617454	S	11683824928	51059923562	438642	396263	L
39375702374	11684617448	S	11683824928	51059923562	438642	396260	L
39375702377	11684617442	S	11683824928	51059923562	438642	396257	L
39375702380	11684617436	S	11683824928	51059923562	438642	396254	L
39375702383	11684617430	S	11683824928	51059923562	438642	396251	L
39375702386	11684617424	S	11683824928	51059923562	438642	396248	L
39375702389	11684617418	S	11683824928	51059923562	438642	396245	L
39375702392	11684617412	S	11683824928	51059923562	438642	396242	L
39375702395	11684617406	S	11683824928	51059923562	438642	396239	L
39375702398	11684617400	S	11683824928	51059923562	438642	396236	L
39375702401	11684617394	S	11683824928	51059923562	438642	396233	L
39375702404	11684617388	S	11683824928	51059923562	438642	396230	L
39375702407	11684617382	S	11683824928	51059923562	438642	396227	L
39375702410	11684617376	S	11683824928	51059923562	438642	396224	L
39375702413	11684617370	S	11683824928	51059923562	438642	396221	L
39375702416	11684617364	S	11683824928	51059923562	438642	396218	L
39375702419	11684617358	S	11683824928	51059923562	438642	396215	L
39375702422	11684617352	S	11683824928	51059923562	438642	396212	L
39375702425	11684617346	S	11683824928	51059923562	438642	396209	L
39375702428	11684617340	S	11683824928	51059923562	438642	396206	L
39375702431	11684617334	S	11683824928	51059923562	438642	396203	L
39375702434	11684617328	S	11683824928	51059923562	438642	396200	L
39375702437	11684617322	S	11683824928	51059923562	438642	396197	L
39375702440	11684617316	S	11683824928	51059923562	438642	396194	L
39375702443	11684617310	S	11683824928	51059923562	438642	396191	L
39375702446	11684617304	S	11683824928	51059923562	438642	396188	L
39375702449	11684617298	S	11683824928	51059923562	438642	396185	L
39375702452	11684617292	S	11683824928	51059923562	438642	396182	L
39375702455	11684617286	S	11683824928	51059923562	438642	396179	L
39375702458	11684617280	S	11683824928	51059923562	438642	396176	L
39375702461	11684617274	S	11683824928	51059923562	438642	396173	L
39375702464	11684617268	S	11683824928	51059923562	438642	396170	L
39375702467	11684617262	S	11683824928	51059923562	438642	396167	L
39375702470	11684617256	S	11683824928	51059923562	438642	396164	L
39375702473	11684617250	S	11683824928	51059923562	438642	396161	L
39375702476	11684617244	S	11683824928	51059923562	438642	396158	L
39375702479	11684617238	S	11683824928	51059923562	438642	396155	L
39375702482	11684617232	S	11683824928	51059923562	438642	396152	L
39375702485	11684617226	S	11683824928	51059923562	438642	396149	L
39375702488	11684617220	S	11683824928	51059923562	438642	396146	L
39375702491	11684617214	S	11683824928	51059923562	438642	396143	L
39375702494	11684617208	S	11683824928	51059923562	438642	396140	L
39375702497	11684617202	S	11683824928	51059923562	438642	396137	L
39375702500	11684617196	S	11683824928	51059923562	438642	396134	L
39375702503	11684617190	S	11683824928	51059923562	438642	396131	L
39375702506	11684617184	S	11683824928	51059923562	438642	396128	L
39375702509	11684617178	S	11683824928	51059923562	438642	396125	L
39375702512	11684617172	S	11683824928	51059923562	438642	396122	L
39375702515	11684617166	S	11683824928	51059923562	438642	396119	L
39375702518	11684617160	S	11683824928	51059923562	438642	396116	L
39375702521	11684617154	S	11683824928	51059923562	438642	396113	L
39375702524	11684617148	S	11683824928	51059923562	438642	396110	L
39375702527	11684617142	S	11683824928	51059923562	438642	396107	L
39375702530	11684617136	S	11683824928	51059923562	438642	396104	L
39375702533	11684617130	S	11683824928	51059923562	438642	396101	L
39375702536	11684617124	S	11683824928	51059923562	438642	396098	L
39375702539	11684617118	S	11683824928	51059923562	438642	396095	L
39375702542	11684617112	S	11683824928	51059923562	438642	396092	L
39375702545	11684617106	S	11683824928	51059923562	438642	396089	L
39375702548	11684617100	S	11683824928	51059923562	438642	396086	L
39375702551	11684617094	S	11683824928	51059923562	438642	396083	L
39375702554	11684617088	S	11683824928	51059923562	438642	396080	L
39375702557	11684617082	S	11683824928	51059923562	438642	396077	L
39375702560	11684617076	S	11683824928	51059923562	438642	396074	L
39375702563	11684617070	S	11683824928	51059923562	438642	396071	L
39375702566	11684617064	S	11683824928	51059923562	438642	396068	L
39375702569	11684617058	S	11683824928	51059923562	438642	396065	L
39375702572	11684617052	S	11683824928	51059923562	438642	396062	L
39375702575	11684617046	S	11683824928	51059923562	438642	396059	L
39375702578	11684617040	S	11683824928	51059923562	438642	396056	L
39375702581	11684617034	S	11683824928	51059923562	438642	396053	L
39375702584	11684617028	S	11683824928	51059923562	438642	396050	L
39375702587	11684617022	S	11683824928	51059923562	438642	396047	L
39375702590	11684617016	S	11683824928	51059923562	438642	396044	L
39375702593	11684617010	S	11683824928	51059923562	438642	396041	L
39375702596	11684617004	S	11683824928	51059923562	438642	396038	L
39375702599	11684616998	S	11683824928	51059923562	438642	396035	L
39375702602	11684616992	S	11683824928	51059923562	438642	396032	L
39375702605	11684616986	S	11683824928	51059923562	438642	396029	L
39375702608	11684616980	S	11683824928	51059923562	438642	396026	L
39375702611	11684616974	S	11683824928	51059923562	438642	396023	L
39375702614	11684616968	S	11683824928	51059923562	438642	396020	L
39375702617	11684616962	S	11683824928	51059923562	438642	396017	L
39375702620	11684616956	S	11683824928	51059923562	438642	396014	L
39375702623	11684616950	S	11683824928	51059923562	438642	396011	L
39375702626	11684616944	S	11683824928	51059923562	438642	396008	L
39375702629	11684616938	S	11683824928	51059923562	438642	396005	L
39375702632	11684616932	S	11683824928	51059923562	438642	396002	L
39375702635	11684616926	S	11683824928	51059923562	438642	395999	L
39375702638	11684616920	S	11683824928	51059923562	438642	395996	L
39375702641	11684616914	S	11683824928	51059923562	438642	395993	L
39375702644	11684616908	S	11683824928	51059923562	438642	395990	L
39375702647	11684616902	S	11683824928	51059923562	438642	395987	L
39375702650	11684616896	S	11683824928	51059923562	438642	395984	L
39375702653	11684616890	S	11683824928	51059923562	438642	395981	L
39375702656	11684616884	S	11683824928	51059923562	438642	395978	L
39375702659	11684616878	S	11683824928	51059923562	438642	395975	L
39375702662	11684616872	S	11683824928	51059923562	438642	395972	L
39375702665	11684616866	S	11683824928	51059923562	438642	395969	L
39375702668	11684616860	S	11683824928	51059923562	438642	395966	L
39375702671	11684616854	S	11683824928	51059923562	438642	395963	L
39375702674	11684616848	S	11683824928	51059923562	438642	395960	L
39375702677	11684616842	S	11683824928	51059923562	438642	395957	L
39375702680	11684616836	S	11683824928	51059923562	438642	395954	L
39375702683	11684616830	S	11683824928	51059923562	438642	395951	L
39375702686	11684616824	S	11683824928	51059923562	438642	395948	L
39375702689	11684616818	S	11683824928	51059923562	438642	395945	L
39375702692	11684616812	S	11683824928	51059923562	438642	395942	L
39375702695	11684616806	S	11683824928	51059923562	438642	395939	L
39375702698	11684616800	S	11683824928	51059923562	438642	395936	L
39375702701	11684616794	S	11683824928	51059923562	438642	395933	L
39375702704	11684616788	S	11683824928	51059923562	438642	395930	L
39375702707	11684616782	S	11683824928	51059923562	438642	395927	L
39375702710	11684616776	S	11683824928	51059923562	438642	395924	L
39375702713	11684616770	S	11683824928	51059923562	438642	395921	L
39375702716	11684616764	S	11683824928	51059923562	438642	395918	L
39375702719	11684616758	S	11683824928	51059923562	438642	395915	L
39375702722	11684616752	S	11683824928	51059923562	438642	395912	L
39375702725	11684616746	S	11683824928	51059923562	438642	395909	L
39375702728	11684616740	S	11683824928	51059923562	438642	395906	L
39375702731	11684616734	S	11683824928	51059923562	438642	395903	L
39375702734	11684616728	S	11683824928	51059923562	438642	395900	L
39375702737	11684616722	S	11683824928	51059923562	438642	395897	L
39375702740	11684616716	S	11683824928	51059923562	438642	395894	L
39375702743	11684616710	S	11683824928	51059923562	438642	395891	L
39375702746	11684616704	S	11683824928	51059923562	438642	395888	L
39375702749	11684616698	S	11683824928	51059923562	438642	395885	L
39375702752	11684616692	S	11683824928	51059923562	438642	395882	L
39375702755	11684616686	S	11683824928	51059923562	438642	395879	L
39375702758	11684616680	S	11683824928	51059923562	438642	395876	L
39375702761	11684616674	S	11683824928	51059923562	438642	395873	L
39375702764	11684616668	S	11683824928	51059923562	438642	395870	L
39375702767	11684616662	S	11683824928	51059923562	438642	395867	L
39375702770	11684616656	S	11683824928	51059923562	438642	395864	L
39375702773	11684616650	S	11683824928	51059923562	438642	395861	L
39375702776	11684616644	S	11683824928	51059923562	438642	395858	L
39375702779	11684616638	S	11683824928	51059923562	438642	395855	L
39375702782	11684616632	S	11683824928	51059923562	438642	395852	L
39375702785	11684616626	S	11683824928	51059923562	438642	395849	L
39375702788	11684616620	S	11683824928	51059923562	438642	395846	L
39375702791	11684616614	S	11683824928	51059923562	438642	395843	L
39375702794	11684616608	S	11683824928	51059923562	438642	395840	L
39375702797	11684616602	S	11683824928	51059923562	438642	395837	L
39375702800	11684616596	S	11683824928	51059923562	438642	395834	L
39375702803	11684616590	S	11683824928	51059923562	438642	395831	L
39375702806	11684616584	S	11683824928	51059923562	438642	395828	L
39375702809	11684616578	S	11683824928	51059923562	438642	395825	L
39375702812	11684616572	S	11683824928	51059923562	438642	395822	L
39375702815	11684616566	S	11683824928	51059923562	438642	395819	L
39375702818	11684616560	S	11683824928	51059923562	438642	395816	L
39375702821	11684616554	S	11683824928	51059923562	438642	395813	L
39375702824	11684616548	S	11683824928	51059923562	438642	395810	L
39375702827	11684616542	S	11683824928	51059923562	438642	395807	L
39375702830	11684616536	S	11683824928	51059923562	438642	395804	L
39375702833	11684616530	S	11683824928	51059923562	438642	395801	L
39375702836	11684616524	S	11683824928	51059923562	438642	395798	L
39375702839	11684616518	S	11683824928	51059923562	438642	395795	L
39375702842	11684616512	S	11683824928	51059923562	438642	395792	L
39375702845	11684616506	S	11683824928	51059923562	438642	395789	L
39375702848	11684616500	S	11683824928	51059923562	438642	395786	L
39375702851	11684616494	S	11683824928	51059923562	438642	395783	L
39375702854	11684616488	S	11683824928	51059923562	438642	395780	L
39375702857	11684616482	S	11683824928	51059923562	438642	395777	L
39375702860	11684616476	S	11683824928	51059923562	438642	395774	L
39375702863	11684616470	S	11683824928	51059923562	438642	395771	L
39375702866	11684616464	S	11683824928	51059923562	438642	395768	L
39375702869	11684616458	S	11683824928	51059923562	438642	395765	L
39375702872	11684616452	S	11683824928	51059923562	438642	395762	L
39375702875	11684616446	S	11683824928	51059923562	438642	395759	L
39375702878	11684616440	S	11683824928	51059923562	438642	395756	L
39375702881	11684616434	S	11683824928	51059923562	438642	395753	L
39375702884	11684616428	S	11683824928	51059923562	438642	395750	L
39375702887	11684616422	S	11683824928	51059923562	438642	395747	L
39375702890	11684616416	S	11683824928	51059923562	438642	395744	L
39375702893	11684616410	S	11683824928	51059923562	438642	395741	L
39375702896	11684616404	S	11683824928	51059923562	438642	395738	L
39375702899	11684616398	S	11683824928	51059923562	438642	395735	L
39375702902	11684616392	S	11683824928	51059923562	438642	395732	L
39375702905	11684616386	S	11683824928	51059923562	438642	395729	L
39375702908	11684616380	S	11683824928	51059923562	438642	395726	L
39375702911	11684616374	S	11683824928	51059923562	438642	395723	L
39375702914	11684616368	S	11683824928	51059923562	438642	395720	L
39375702917	11684616362	S	11683824928	51059923562	438642	395717	L
39375702920	11684616356	S	11683824928	51059923562	438642	395714	L
39375702923	11684616350	S	11683824928	51059923562	438642	395711	L
39375702926	11684616344	S	11683824928	51059923562	438642	395708	L
39375702929	11684616338	S	11683824928	51059923562	438642	395705	L
39375702932	11684616332	S	11683824928	51059923562	438642	395702	L
39375702935	11684616326	S	11683824928	51059923562	438642	395699	L
39375702938	11684616320	S	11683824928	51059923562	438642	395696	L
39375702941	11684616314	S	11683824928	51059923562	438642	395693	L
39375702944	11684616308	S	11683824928	51059923562	438642	395690	L
39375702947	11684616302	S	11683824928	51059923562	438642	395687	L
39375702950	11684616296	S	11683824928	51059923562	438642	395684	L
39375702953	11684616290	S	11683824928	51059923562	438642	395681	L
39375702956	11684616284	S	11683824928	51059923562	438642	395678	L
39375702959	11684616278	S	11683824928	51059923562	438642	395675	L
39375702962	11684616272	S	11683824928	51059923562	438642	395672	L
39375702965	11684616266	S	11683824928	51059923562	438642	395669	L
39375702968	11684616260	S	11683824928	51059923562	438642	395666	L
39375702971	11684616254	S	11683824928	51059923562	438642	395663	L
39375702974	11684616248	S	11683824928	51059923562	438642	395660	L
39375702977	11684616242	S	11683824928	51059923562	438642	395657	L
39375702980	11684616236	S	11683824928	51059923562	438642	395654	L
39375702983	11684616230	S	11683824928	51059923562	438642	395651	L
39375702986	11684616224	S	11683824928	51059923562	438642	395648	L
39375702989	11684616218	S	11683824928	51059923562	438642	395645	L
39375702992	11684616212	S	11683824928	51059923562	438642	395642	L
39375702995	11684616206	S	11683824928	51059923562	438642	395639	L
39375702998	11684616200	S	11683824928	51059923562	438642	395636	L
39375703001	11684616194	S	11683824928	51059923562	438642	395633	L
39375703004	11684616188	S	11683824928	51059923562	438642	395630	L
39375703007	11684616182	S	11683824928	51059923562	438642	395627	L
39375703010	11684616176	S	11683824928	51059923562	438642	395624	L
39375703013	11684616170	S	11683824928	51059923562	438642	395621	L
39375703016	11684616164	S	11683824928	51059923562	438642	395618	L
39375703019	11684616158	S	11683824928	51059923562	438642	395615	L
39375703022	11684616152	S	11683824928	51059923562	438642	395612	L
39375703025	11684616146	S	11683824928	51059923562	438642	395609	L
39375703028	11684616140	S	11683824928	51059923562	438642	395606	L
39375703031	11684616134	S	11683824928	51059923562	438642	395603	L
39375703034	11684616128	S	11683824928	51059923562	438642	395600	L
39375703037	11684616122	S	11683824928	51059923562	438642	395597	L
39375703040	11684616116	S	11683824928	51059923562	438642	395594	L
39375703043	11684616110	S	11683824928	51059923562	438642	395591	L
39375703046	11684616104	S	11683824928	51059923562	438642	395588	L
39375703049	11684616098	S	11683824928	51059923562	438642	395585	L
39375703052	11684616092	S	11683824928	51059923562	438642	395582	L
39375703055	11684616086	S	11683824928	51059923562	438642	395579	L
39375703058	11684616080	S	11683824928	51059923562	438642	395576	L
39375703061	11684616074	S	11683824928	51059923562	438642	395573	L
39375703064	11684616068	S	11683824928	51059923562	438642	395570	L
39375703067	11684616062	S	11683824928	51059923562	438642	395567	L
39375703070	11684616056	S	11683824928	51059923562	438642	395564	L
39375703073	11684616050	S	11683824928	51059923562	438642	395561	L
39375703076	11684616044	S	11683824928	51059923562	438642	395558	L
39375703079	11684616038	S	11683824928	51059923562	438642	395555	L
39375703082	11684616032	S	11683824928	51059923562	438642	395552	L
39375703085	11684616026	S	11683824928	51059923562	438642	395549	L
39375703088	11684616020	S	11683824928	51059923562	438642	395546	L
39375703091	11684616014	S	11683824928	51059923562	438642	395543	L
39375703094	11684616008	S	11683824928	51059923562	438642	395540	L
39375703097	11684616002	S	11683824928	51059923562	438642	395537	L
39375703100	11684615996	S	11683824928	51059923562	438642	395534	L
39375703103	11684615990	S	11683824928	51059923562	438642	395531	L
39375703106	11684615984	S	11683824928	51059923562	438642	395528	L
39375703109	11684615978	S	11683824928	51059923562	438642	395525	L
39375703112	11684615972	S	11683824928	51059923562	438642	395522	L
39375703115	11684615966	S	11683824928	51059923562	438642	395519	L
39375703118	11684615960	S	11683824928	51059923562	438642	395516	L
39375703121	11684615954	S	11683824928	51059923562	438642	395513	L
39375703124	11684615948	S	11683824928	51059923562	438642	395510	L
39375703127	11684615942	S	11683824928	51059923562	438642	395507	L
39375703130	11684615936	S	11683824928	51059923562	438642	395504	L
39375703133	11684615930	S	11683824928	51059923562	438642	395501	L
39375703136	11684615924	S	11683824928	51059923562	438642	395498	L
39375703139	11684615918	S	11683824928	51059923562	438642	395495	L
39375703142	11684615912	S	11683824928	51059923562	438642	395492	L
39375703145	11684615906	S	11683824928	51059923562	438642	395489	L
39375703148	11684615900	S	11683824928	51059923562	438642	395486	L
39375703151	11684615894	S	11683824928	51059923562	438642	395483	L
39375703154	11684615888	S	11683824928	51059923562	438642	395480	L
39375703157	11684615882	S	11683824928	51059923562	438642	395477	L
39375703160	11684615876	S	11683824928	51059923562	438642	395474	L
39375703163	11684615870	S	11683824928	51059923562	438642	395471	L
39375703166	11684615864	S	11683824928	51059923562	438642	395468	L
39375703169	11684615858	S	11683824928	51059923562	438642	395465	L
39375703172	11684615852	S	11683824928	51059923562	438642	395462	L
39375703175	11684615846	S	11683824928	51059923562	438642	395459	L
39375703178	11684615840	S	11683824928	51059923562	438642	395456	L
39375703181	11684615834	S	11683824928	51059923562	438642	395453	L
39375703184	11684615828	S	11683824928	51059923562	438642	395450	L
39375703187	11684615822	S	11683824928	51059923562	438642	395447	L
39375703190	11684615816	S	11683824928	51059923562	438642	395444	L
39375703193	11684615810	S	11683824928	51059923562	438642	395441	L
39375703196	11684615804	S	11683824928	51059923562	438642	395438	L
39375703199	11684615798	S	11683824928	51059923562	438642	395435	L
39375703202	11684615792	S	11683824928	51059923562	438642	395432	L
39375703205	11684615786	S	11683824928	51059923562	438642	395429	L
39375703208	11684615780	S	11683824928	51059923562	438642	395426	L
39375703211	11684615774	S	11683824928	51059923562	438642	395423	L
39375703214	11684615768	S	11683824928	51059923562	438642	395420	L
39375703217	11684615762	S	11683824928	51059923562	438642	395417	L
39375703220	11684615756	S	11683824928	51059923562	438642	395414	L
39375703223	11684615750	S	11683824928	51059923562	438642	395411	L
39375703226	11684615744	S	11683824928	51059923562	438642	395408	L
39375703229	11684615738	S	11683824928	51059923562	438642	395405	L
39375703232	11684615732	S	11683824928	51059923562	438642	395402	L
39375703235	11684615726	S	11683824928	51059923562	438642	395399	L
39375703238	11684615720	S	11683824928	51059923562	438642	395396	L
39375703241	11684615714	S	11683824928	51059923562	438642	395393	L
39375703244	11684615708	S	11683824928	51059923562	438642	395390	L
39375703247	11684615702	S	11683824928	51059923562	438642	395387	L
39375703250	11684615696	S	11683824928	51059923562	438642	395384	L
39375703253	11684615690	S	11683824928	51059923562	438642	395381	L
39375703256	11684615684	S	11683824928	51059923562	438642	395378	L
39375703259	11684615678	S	11683824928	51059923562	438642	395375	L
39375703262	11684615672	S	11683824928	51059923562	438642	395372	L
39375703265	11684615666	S	11683824928	51059923562	438642	395369	L
39375703268	11684615660	S	11683824928	51059923562	438642	395366	L
39375703271	11684615654	S	11683824928	51059923562	438642	395363	L
39375703274	11684615648	S	11683824928	51059923562	438642	395360	L
39375703277	11684615642	S	11683824928	51059923562	438642	395357	L
39375703280	11684615636	S	11683824928	51059923562	438642	395354	L
39375703283	11684615630	S	11683824928	51059923562	438642	395351	L
39375703286	11684615624	S	11683824928	51059923562	438642	395348	L
39375703289	11684615618	S	11683824928	51059923562	438642	395345	L
39375703292	11684615612	S	11683824928	51059923562	438642	395342	L
39375703295	11684615606	S	11683824928	51059923562	438642	395339	L
39375703298	11684615600	S	11683824928	51059923562	438642	395336	L
39375703301	11684615594	S	11683824928	51059923562	438642	395333	L
39375703304	11684615588	S	11683824928	51059923562	438642	395330	L
39375703307	11684615582	S	11683824928	51059923562	438642	395327	L
39375703310	11684615576	S	11683824928	51059923562	438642	395324	L
39375703313	11684615570	S	11683824928	51059923562	438642	395321	L
39375703316	11684615564	S	11683824928	51059923562	438642	395318	L
39375703319	11684615558	S	11683824928	51059923562	438642	395315	L
39375703322	11684615552	S	11683824928	51059923562	438642	395312	L
39375703325	11684615546	S	11683824928	51059923562	438642	395309	L
39375703328	11684615540	S	11683824928	51059923562	438642	395306	L
39375703331	11684615534	S	11683824928	51059923562	438642	395303	L
39375703334	11684615528	S	11683824928	51059923562	438642	395300	L
39375703337	11684615522	S	11683824928	51059923562	438642	395297	L
39375703340	11684615516	S	11683824928	51059923562	438642	395294	L
39375703343	11684615510	S	11683824928	51059923562	438642	395291	L
39375703346	11684615504	S	11683824928	51059923562	438642	395288	L
39375703349	11684615498	S	11683824928	51059923562	438642	395285	L
39375703352	11684615492	S	11683824928	51059923562	438642	395282	L
39375703355	11684615486	S	11683824928	51059923562	438642	395279	L
39375703358	11684615480	S	11683824928	51059923562	438642	395276	L
39375703361	11684615474	S	11683824928	51059923562	438642	395273	L
39375703364	11684615468	S	11683824928	51059923562	438642	395270	L
39375703367	11684615462	S	11683824928	51059923562	438642	395267	L
39375703370	11684615456	S	11683824928	51059923562	438642	395264	L
39375703373	11684615450	S	11683824928	51059923562	438642	395261	L
39375703376	11684615444	S	11683824928	51059923562	438642	395258	L
39375703379	11684615438	S	11683824928	51059923562	438642	395255	L
39375703382	11684615432	S	11683824928	51059923562	438642	395252	L
39375703385	11684615426	S	11683824928	51059923562	438642	395249	L
39375703388	11684615420	S	11683824928	51059923562	438642	395246	L
39375703391	11684615414	S	11683824928	51059923562	438642	395243	L
39375703394	11684615408	S	11683824928	51059923562	438642	395240	L
39375703397	11684615402	S	11683824928	51059923562	438642	395237	L
39375703400	11684615396	S	11683824928	51059923562	438642	395234	L
39375703403	11684615390	S	11683824928	51059923562	438642	395231	L
